1 , 14:18:23.033236
2 , 14:18:23.042243
2 , 14:18:23.050190
3 , 14:18:23.068148
2 , 14:18:23.077148
1 , 14:18:23.085098
1 , 14:18:23.094073
1 , 14:18:23.103049
2 , 14:18:23.112027
4 , 14:18:23.121001
1 , 14:18:23.128979
1 , 14:18:23.139949
1 , 14:18:23.149924
2 , 14:18:23.160924
1 , 14:18:23.170868
2 , 14:18:23.178845
2 , 14:18:23.190845
1 , 14:18:23.198049
2 , 14:18:23.209989
1 , 14:18:23.219993
1 , 14:18:23.227971
1 , 14:18:23.240937
1 , 14:18:23.253933
1 , 14:18:23.261911
1 , 14:18:23.271887
1 , 14:18:23.280860
4 , 14:18:23.290803
5 , 14:18:23.298782
5 , 14:18:23.309437
1 , 14:18:23.318419
1 , 14:18:23.327389
2 , 14:18:23.337365
4 , 14:18:23.346339
1 , 14:18:23.355315
5 , 14:18:23.364292
2 , 14:18:23.374264
2 , 14:18:23.382243
2 , 14:18:23.393242
2 , 14:18:23.402190
5 , 14:18:23.410200
1 , 14:18:23.420143
5 , 14:18:23.430115
1 , 14:18:23.439123
1 , 14:18:23.448067
3 , 14:18:23.458072
2 , 14:18:23.469891
1 , 14:18:23.478056
1 , 14:18:23.488004
1 , 14:18:23.495982
1 , 14:18:23.505954
1 , 14:18:23.514931
2 , 14:18:23.527896
1 , 14:18:23.539865
1 , 14:18:23.552831
2 , 14:18:23.562804
1 , 14:18:23.575769
5 , 14:18:23.586739
1 , 14:18:23.594814
1 , 14:18:23.603822
1 , 14:18:23.613796
1 , 14:18:23.624734
1 , 14:18:23.631745
3 , 14:18:23.641718
3 , 14:18:23.651697
1 , 14:18:23.660638
2 , 14:18:23.669647
3 , 14:18:23.677627
1 , 14:18:23.688564
1 , 14:18:23.696577
3 , 14:18:23.708511
1 , 14:18:23.718482
1 , 14:18:23.726491
2 , 14:18:23.735468
2 , 14:18:23.743446
2 , 14:18:23.753390
2 , 14:18:23.761369
3 , 14:18:23.772339
1 , 14:18:23.780348
1 , 14:18:23.790290
1 , 14:18:23.801274
4 , 14:18:23.809241
2 , 14:18:23.819246
2 , 14:18:23.828195
1 , 14:18:23.837167
1 , 14:18:23.846171
2 , 14:18:23.856142
1 , 14:18:23.864095
2 , 14:18:23.876089
2 , 14:18:23.890024
1 , 14:18:23.901993
2 , 14:18:23.911967
1 , 14:18:23.924932
3 , 14:18:23.935931
1 , 14:18:23.945877
3 , 14:18:23.962863
4 , 14:18:23.974799
3 , 14:18:23.987764
5 , 14:18:23.997768
3 , 14:18:24.011700
5 , 14:18:24.026659
2 , 14:18:24.039625
1 , 14:18:24.051592
1 , 14:18:24.062590
2 , 14:18:24.081514
1 , 14:18:24.095477
4 , 14:18:24.107445
1 , 14:18:24.119413
1 , 14:18:24.129385
2 , 14:18:24.141355
1 , 14:18:24.152324
4 , 14:18:24.164293
1 , 14:18:24.177258
2 , 14:18:24.189225
1 , 14:18:24.201196
1 , 14:18:24.211168
4 , 14:18:24.223135
2 , 14:18:24.234112
2 , 14:18:24.245077
2 , 14:18:24.258042
4 , 14:18:24.270008
1 , 14:18:24.280981
1 , 14:18:24.291951
1 , 14:18:24.303919
2 , 14:18:24.314890
1 , 14:18:24.325860
1 , 14:18:24.337829
2 , 14:18:24.348798
1 , 14:18:24.361763
1 , 14:18:24.372736
3 , 14:18:24.384702
1 , 14:18:24.394676
2 , 14:18:24.407641
1 , 14:18:24.419610
1 , 14:18:24.429584
2 , 14:18:24.443544
1 , 14:18:24.455512
4 , 14:18:24.467485
1 , 14:18:24.477455
2 , 14:18:24.489424
1 , 14:18:24.501390
1 , 14:18:24.511365
1 , 14:18:24.523332
1 , 14:18:24.537294
1 , 14:18:24.548266
1 , 14:18:24.560240
2 , 14:18:24.575192
1 , 14:18:24.589157
2 , 14:18:24.601127
1 , 14:18:24.611098
1 , 14:18:24.623067
1 , 14:18:24.637028
2 , 14:18:24.647000
1 , 14:18:24.658970
1 , 14:18:24.670938
1 , 14:18:24.680912
3 , 14:18:24.694874
4 , 14:18:24.706844
1 , 14:18:24.719806
1 , 14:18:24.730776
4 , 14:18:24.744740
1 , 14:18:24.756709
1 , 14:18:24.769674
1 , 14:18:24.779647
1 , 14:18:24.794608
2 , 14:18:24.806574
3 , 14:18:24.822533
1 , 14:18:24.834500
4 , 14:18:24.844473
1 , 14:18:24.857288
2 , 14:18:24.869258
2 , 14:18:24.879229
2 , 14:18:24.892194
3 , 14:18:24.905161
1 , 14:18:24.918126
3 , 14:18:24.928125
5 , 14:18:24.941063
1 , 14:18:24.953033
1 , 14:18:24.963005
1 , 14:18:24.974973
4 , 14:18:24.986943
1 , 14:18:24.997913
3 , 14:18:25.011909
2 , 14:18:25.030826
1 , 14:18:25.051768
1 , 14:18:25.069720
2 , 14:18:25.083686
2 , 14:18:25.096648
1 , 14:18:25.108615
1 , 14:18:25.120584
1 , 14:18:25.131555
1 , 14:18:25.143522
1 , 14:18:25.156490
2 , 14:18:25.168687
1 , 14:18:25.178689
1 , 14:18:25.194615
2 , 14:18:25.206584
2 , 14:18:25.218555
2 , 14:18:25.229523
3 , 14:18:25.244484
